"source","category","name","canonical_url","cli_identifier","scraped_description","implementation_prompt"
"React Bits","Backgrounds","Acid Squares","https://www.reactbits.dev/backgrounds/acid-squares","AcidSquares","A crystalline corridor of stacked squares receding into depth.","Build an original, reusable React component called **Acid Squares**. Its visual behaviour should be: A crystalline corridor of stacked squares receding into depth. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Aero Shards","https://www.reactbits.dev/backgrounds/aero-shards","AeroShards","A GPU-driven wind sculpture of folded foil shards with crisp detail, content-safe placements, and responsive pointer interactions.","Build an original, reusable React component called **Aero Shards**. Its visual behaviour should be: A GPU-driven wind sculpture of folded foil shards with crisp detail, content-safe placements, and responsive pointer interactions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Aurora","https://www.reactbits.dev/backgrounds/aurora","Aurora","Flowing aurora gradient background.","Build an original, reusable React component called **Aurora**. Its visual behaviour should be: Flowing aurora gradient background. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Balatro","https://www.reactbits.dev/backgrounds/balatro","Balatro","The balatro shader, fully customizalbe and interactive.","Build an original, reusable React component called **Balatro**. Its visual behaviour should be: The balatro shader, fully customizalbe and interactive. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Ballpit","https://www.reactbits.dev/backgrounds/ballpit","Ballpit","Physics ball pit simulation with bouncing colorful spheres.","Build an original, reusable React component called **Ballpit**. Its visual behaviour should be: Physics ball pit simulation with bouncing colorful spheres. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Beams","https://www.reactbits.dev/backgrounds/beams","Beams","Crossing animated ribbons with customizable properties.","Build an original, reusable React component called **Beams**. Its visual behaviour should be: Crossing animated ribbons with customizable properties. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Color Bends","https://www.reactbits.dev/backgrounds/color-bends","ColorBends","Vibrant color bends with smooth flowing animation.","Build an original, reusable React component called **Color Bends**. Its visual behaviour should be: Vibrant color bends with smooth flowing animation. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","CRT Warp","https://www.reactbits.dev/backgrounds/crt-warp","CRTWarp","Full-canvas CRT plasma with curved distortion, scanlines, bloom and pointer interaction.","Build an original, reusable React component called **CRT Warp**. Its visual behaviour should be: Full-canvas CRT plasma with curved distortion, scanlines, bloom and pointer interaction. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Dark Veil","https://www.reactbits.dev/backgrounds/dark-veil","DarkVeil","Subtle dark background with a smooth animation and postprocessing.","Build an original, reusable React component called **Dark Veil**. Its visual behaviour should be: Subtle dark background with a smooth animation and postprocessing. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Dither","https://www.reactbits.dev/backgrounds/dither","Dither","Retro dithered noise shader background.","Build an original, reusable React component called **Dither**. Its visual behaviour should be: Retro dithered noise shader background. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Dot Field","https://www.reactbits.dev/backgrounds/dot-field","DotField","Interactive dot grid with cursor bulge, glow, sparkle, and wave effects.","Build an original, reusable React component called **Dot Field**. Its visual behaviour should be: Interactive dot grid with cursor bulge, glow, sparkle, and wave effects. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Dot Grid","https://www.reactbits.dev/backgrounds/dot-grid","DotGrid","Animated dot grid with cursor interactions.","Build an original, reusable React component called **Dot Grid**. Its visual behaviour should be: Animated dot grid with cursor interactions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Evil Eye","https://www.reactbits.dev/backgrounds/evil-eye","EvilEye","Procedural evil eye shader with animated iris, slit pupil, and fiery outer glow.","Build an original, reusable React component called **Evil Eye**. Its visual behaviour should be: Procedural evil eye shader with animated iris, slit pupil, and fiery outer glow. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Faulty Terminal","https://www.reactbits.dev/backgrounds/faulty-terminal","FaultyTerminal","Terminal CRT scanline squares effect with flicker + noise.","Build an original, reusable React component called **Faulty Terminal**. Its visual behaviour should be: Terminal CRT scanline squares effect with flicker + noise. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Ferrofluid","https://www.reactbits.dev/backgrounds/ferrofluid","Ferrofluid","A churning magnetic fluid traced by glowing contour lines, with a cursor magnet.","Build an original, reusable React component called **Ferrofluid**. Its visual behaviour should be: A churning magnetic fluid traced by glowing contour lines, with a cursor magnet. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Floating Lines","https://www.reactbits.dev/backgrounds/floating-lines","FloatingLines","3D floating lines that react to cursor movement.","Build an original, reusable React component called **Floating Lines**. Its visual behaviour should be: 3D floating lines that react to cursor movement. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Galaxy","https://www.reactbits.dev/backgrounds/galaxy","Galaxy","Parallax realistic starfield with pointer interactions.","Build an original, reusable React component called **Galaxy**. Its visual behaviour should be: Parallax realistic starfield with pointer interactions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Ghost Fibers","https://www.reactbits.dev/backgrounds/ghost-fibers","GhostFibers","A deep-blue recursive fiber field with luminous bands, radial twisting and soft atmospheric glow.","Build an original, reusable React component called **Ghost Fibers**. Its visual behaviour should be: A deep-blue recursive fiber field with luminous bands, radial twisting and soft atmospheric glow. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Gradient Blinds","https://www.reactbits.dev/backgrounds/gradient-blinds","GradientBlinds","Layered gradient blinds with spotlight and noise distortion.","Build an original, reusable React component called **Gradient Blinds**. Its visual behaviour should be: Layered gradient blinds with spotlight and noise distortion. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Gradient Waves","https://www.reactbits.dev/backgrounds/gradient-waves","GradientWaves","Raymarched sine waves rolling toward a soft, hazy horizon.","Build an original, reusable React component called **Gradient Waves**. Its visual behaviour should be: Raymarched sine waves rolling toward a soft, hazy horizon. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Grainient","https://www.reactbits.dev/backgrounds/grainient","Grainient","Grainy gradient swirls with soft wave distortion.","Build an original, reusable React component called **Grainient**. Its visual behaviour should be: Grainy gradient swirls with soft wave distortion. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Grid Distortion","https://www.reactbits.dev/backgrounds/grid-distortion","GridDistortion","Warped grid mesh distorts smoothly reacting to cursor.","Build an original, reusable React component called **Grid Distortion**. Its visual behaviour should be: Warped grid mesh distorts smoothly reacting to cursor. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Grid Motion","https://www.reactbits.dev/backgrounds/grid-motion","GridMotion","Perspective moving grid lines based on cusror position.","Build an original, reusable React component called **Grid Motion**. Its visual behaviour should be: Perspective moving grid lines based on cusror position. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Grid Scan","https://www.reactbits.dev/backgrounds/grid-scan","GridScan","Animated grid room 3D scan effect and cool interactions.","Build an original, reusable React component called **Grid Scan**. Its visual behaviour should be: Animated grid room 3D scan effect and cool interactions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Hyperspeed","https://www.reactbits.dev/backgrounds/hyperspeed","Hyperspeed","Animated lines continuously moving to simulate hyperspace travel on click hold.","Build an original, reusable React component called **Hyperspeed**. Its visual behaviour should be: Animated lines continuously moving to simulate hyperspace travel on click hold. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Iridescence","https://www.reactbits.dev/backgrounds/iridescence","Iridescence","Slick iridescent shader with shifting waves.","Build an original, reusable React component called **Iridescence**. Its visual behaviour should be: Slick iridescent shader with shifting waves. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Letter Glitch","https://www.reactbits.dev/backgrounds/letter-glitch","LetterGlitch","Matrix style letter animation.","Build an original, reusable React component called **Letter Glitch**. Its visual behaviour should be: Matrix style letter animation. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Light Pillar","https://www.reactbits.dev/backgrounds/light-pillar","LightPillar","Vertical pillar of light with glow effects.","Build an original, reusable React component called **Light Pillar**. Its visual behaviour should be: Vertical pillar of light with glow effects. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Light Rays","https://www.reactbits.dev/backgrounds/light-rays","LightRays","Volumetric light rays/beams with customizable direction.","Build an original, reusable React component called **Light Rays**. Its visual behaviour should be: Volumetric light rays/beams with customizable direction. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Light Tunnel","https://www.reactbits.dev/backgrounds/light-tunnel","LightTunnel","A radial fibre-optic tunnel with light pulses racing into depth.","Build an original, reusable React component called **Light Tunnel**. Its visual behaviour should be: A radial fibre-optic tunnel with light pulses racing into depth. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Lightfall","https://www.reactbits.dev/backgrounds/lightfall","Lightfall","Colorful light streaks raining down a glowing tunnel with a cursor light.","Build an original, reusable React component called **Lightfall**. Its visual behaviour should be: Colorful light streaks raining down a glowing tunnel with a cursor light. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Lightning","https://www.reactbits.dev/backgrounds/lightning","Lightning","Procedural lightning bolts with branching and glow flicker.","Build an original, reusable React component called **Lightning**. Its visual behaviour should be: Procedural lightning bolts with branching and glow flicker. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Line Waves","https://www.reactbits.dev/backgrounds/line-waves","LineWaves","Animated line wave pattern with colorful warped distortion.","Build an original, reusable React component called **Line Waves**. Its visual behaviour should be: Animated line wave pattern with colorful warped distortion. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Liquid Chrome","https://www.reactbits.dev/backgrounds/liquid-chrome","LiquidChrome","Liquid metallic chrome shader with flowing reflective surface.","Build an original, reusable React component called **Liquid Chrome**. Its visual behaviour should be: Liquid metallic chrome shader with flowing reflective surface. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Liquid Ether","https://www.reactbits.dev/backgrounds/liquid-ether","LiquidEther","Interactive liquid shader with flowing distortion and customizable colors.","Build an original, reusable React component called **Liquid Ether**. Its visual behaviour should be: Interactive liquid shader with flowing distortion and customizable colors. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Molten Metal","https://www.reactbits.dev/backgrounds/molten-metal","MoltenMetal","Swirling caustic plasma filaments with molten, white-hot cores.","Build an original, reusable React component called **Molten Metal**. Its visual behaviour should be: Swirling caustic plasma filaments with molten, white-hot cores. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Orb","https://www.reactbits.dev/backgrounds/orb","Orb","Floating energy orb with customizable hover effect.","Build an original, reusable React component called **Orb**. Its visual behaviour should be: Floating energy orb with customizable hover effect. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Particles","https://www.reactbits.dev/backgrounds/particles","Particles","Configurable particle system.","Build an original, reusable React component called **Particles**. Its visual behaviour should be: Configurable particle system. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Pixel Blast","https://www.reactbits.dev/backgrounds/pixel-blast","PixelBlast","Exploding pixel particle bursts with optional liquid postprocessing.","Build an original, reusable React component called **Pixel Blast**. Its visual behaviour should be: Exploding pixel particle bursts with optional liquid postprocessing. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Pixel Snow","https://www.reactbits.dev/backgrounds/pixel-snow","PixelSnow","Falling pixelated snow effect with customizable density and speed.","Build an original, reusable React component called **Pixel Snow**. Its visual behaviour should be: Falling pixelated snow effect with customizable density and speed. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Plasma","https://www.reactbits.dev/backgrounds/plasma","Plasma","Organic plasma gradients swirl + morph with smooth turbulence.","Build an original, reusable React component called **Plasma**. Its visual behaviour should be: Organic plasma gradients swirl + morph with smooth turbulence. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Plasma Wave","https://www.reactbits.dev/backgrounds/plasma-wave","PlasmaWave","Raymarched plasma waves with dual-wave interference and OGL.","Build an original, reusable React component called **Plasma Wave**. Its visual behaviour should be: Raymarched plasma waves with dual-wave interference and OGL. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Prism","https://www.reactbits.dev/backgrounds/prism","Prism","Rotating prism with configurable intensity, size, and colors.","Build an original, reusable React component called **Prism**. Its visual behaviour should be: Rotating prism with configurable intensity, size, and colors. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Prismatic Burst","https://www.reactbits.dev/backgrounds/prismatic-burst","PrismaticBurst","Burst of light rays with controllable color, distortion, amount.","Build an original, reusable React component called **Prismatic Burst**. Its visual behaviour should be: Burst of light rays with controllable color, distortion, amount. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Radar","https://www.reactbits.dev/backgrounds/radar","Radar","Radar sweep effect with concentric rings, radial spokes, and a rotating beam.","Build an original, reusable React component called **Radar**. Its visual behaviour should be: Radar sweep effect with concentric rings, radial spokes, and a rotating beam. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Ripple Grid","https://www.reactbits.dev/backgrounds/ripple-grid","RippleGrid","A grid that continuously animates with a ripple effect.","Build an original, reusable React component called **Ripple Grid**. Its visual behaviour should be: A grid that continuously animates with a ripple effect. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Scanner","https://www.reactbits.dev/backgrounds/scanner","Scanner","Calm interference bands sweeping across the screen like an oscilloscope.","Build an original, reusable React component called **Scanner**. Its visual behaviour should be: Calm interference bands sweeping across the screen like an oscilloscope. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Shape Grid","https://www.reactbits.dev/backgrounds/shape-grid","ShapeGrid","Animated grid with shape variants (square, hexagon, circle, triangle) + direction customization.","Build an original, reusable React component called **Shape Grid**. Its visual behaviour should be: Animated grid with shape variants (square, hexagon, circle, triangle) + direction customization. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Shape Waves","https://www.reactbits.dev/backgrounds/shape-waves","ShapeWaves","A WebGPU field of triangles, circles and squares that brighten and grow along rolling waves, with an optional text cutout the waves flow around.","Build an original, reusable React component called **Shape Waves**. Its visual behaviour should be: A WebGPU field of triangles, circles and squares that brighten and grow along rolling waves, with an optional text cutout the waves flow around. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Side Rays","https://www.reactbits.dev/backgrounds/side-rays","SideRays","Animated light rays emanating from the side with customizable colors and speed.","Build an original, reusable React component called **Side Rays**. Its visual behaviour should be: Animated light rays emanating from the side with customizable colors and speed. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Silk","https://www.reactbits.dev/backgrounds/silk","Silk","Smooth waves background with soft lighting.","Build an original, reusable React component called **Silk**. Its visual behaviour should be: Smooth waves background with soft lighting. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Sliced Waves","https://www.reactbits.dev/backgrounds/sliced-waves","SlicedWaves","A grid of soft glowing bars rippling like a slatted equalizer.","Build an original, reusable React component called **Sliced Waves**. Its visual behaviour should be: A grid of soft glowing bars rippling like a slatted equalizer. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Soft Aurora","https://www.reactbits.dev/backgrounds/soft-aurora","SoftAurora","Soft aurora borealis shader with 3D Perlin noise and cosine gradient palettes.","Build an original, reusable React component called **Soft Aurora**. Its visual behaviour should be: Soft aurora borealis shader with 3D Perlin noise and cosine gradient palettes. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Threads","https://www.reactbits.dev/backgrounds/threads","Threads","Animated pattern of lines forming a fabric-like motion.","Build an original, reusable React component called **Threads**. Its visual behaviour should be: Animated pattern of lines forming a fabric-like motion. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Topography","https://www.reactbits.dev/backgrounds/topography","Topography","A living contour map with glowing, elevation-tinted lines.","Build an original, reusable React component called **Topography**. Its visual behaviour should be: A living contour map with glowing, elevation-tinted lines. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Waves","https://www.reactbits.dev/backgrounds/waves","Waves","Layered lines that form smooth wave patterns with animation.","Build an original, reusable React component called **Waves**. Its visual behaviour should be: Layered lines that form smooth wave patterns with animation. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Backgrounds","Web Threads","https://www.reactbits.dev/backgrounds/web-threads","WebThreads","Glowing sine threads woven through a luminous convergence point.","Build an original, reusable React component called **Web Threads**. Its visual behaviour should be: Glowing sine threads woven through a luminous convergence point. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
"React Bits","Components","Accordion Gallery","https://www.reactbits.dev/components/accordion-gallery","AccordionGallery","Panels expand on hover or focus, revealing parallax imagery and captions.","Build an original, reusable React component called **Accordion Gallery**. Its visual behaviour should be: Panels expand on hover or focus, revealing parallax imagery and captions. Expose sensible props for content, colours, size, timing, intensity, and interaction; preserve keyboard access where it is interactive; avoid unnecessary animation under `prefers-reduced-motion`; and pause expensive rendering while off-screen or the tab is hidden. Use a clean TypeScript API and do not copy React Bits source code."
